Invoice_ID,Unit_price,Quantity,Tax 5%,Total,Date,Time,Payment,gross_income,rating,Month,DOW,Time_range,Customer type,Gender,product_line,City ,Branch,Rating_group
527-09-6272,28.45,5,7.11,149.36,3/21/2019,10:17,Credit card,7.11,9.1,Mar,Thu,morning,Member,Female,Electronic accessories,Yangon,A,Good
898-04-2717,76.40,9,34.38,721.98,3/19/2019,15:49,Ewallet,34.38,7.5,Mar,Tue,afternoon,Normal,Male,Fashion accessories,Yangon,A,Average
692-27-8933,57.95,6,17.39,365.09,2/24/2019,13:02,Cash,17.39,5.2,Feb,Sun,afternoon,Normal,Female,Sports and travel,Mandalay,B,Poor
633-09-3463,47.65,3,7.15,150.10,3/28/2019,12:58,Credit card,7.15,9.5,Mar,Thu,afternoon,Normal,Female,Electronic accessories,Naypyitaw,C,Good
374-17-3652,42.82,9,19.27,404.65,2/5/2019,15:26,Credit card,19.27,8.9,Feb,Tue,afternoon,Member,Female,Food and beverages,Mandalay,B,Good
378-07-7001,48.09,3,7.21,151.48,2/10/2019,18:23,Credit card,7.21,7.8,Feb,Sun,evening,Member,Male,Electronic accessories,Mandalay,B,Average
433-75-6987,55.97,7,19.59,411.38,3/5/2019,19:06,Ewallet,19.59,8.9,Mar,Tue,evening,Member,Female,Health and beauty,Mandalay,B,Good
873-95-4984,76.90,7,26.92,565.22,2/15/2019,20:21,Cash,26.92,7.7,Feb,Fri,evening,Member,Female,Health and beauty,Mandalay,B,Average
416-13-5917,97.03,5,24.26,509.41,1/30/2019,16:24,Ewallet,24.26,9.3,Jan,Wed,evening,Normal,Female,Food and beverages,Naypyitaw,C,Good
150-89-8043,44.65,3,6.70,140.65,2/14/2019,15:04,Cash,6.70,6.2,Feb,Thu,afternoon,Normal,Male,Sports and travel,Yangon,A,Average
135-84-8019,77.93,9,35.07,736.44,2/27/2019,16:10,Ewallet,35.07,7.6,Feb,Wed,evening,Normal,Female,Fashion accessories,Yangon,A,Average
441-94-7118,71.95,1,3.60,75.55,2/4/2019,12:14,Cash,3.60,7.3,Feb,Mon,afternoon,Member,Male,Electronic accessories,Yangon,A,Average
725-96-3778,89.25,8,35.70,749.70,1/20/2019,10:13,Cash,35.70,4.7,Jan,Sun,morning,Member,Female,Home and lifestyle,Naypyitaw,C,Poor
531-80-1784,26.02,7,9.11,191.25,3/28/2019,17:38,Cash,9.11,5.1,Mar,Thu,evening,Normal,Male,Electronic accessories,Yangon,A,Poor
400-45-1220,13.50,10,6.75,141.75,2/27/2019,11:06,Credit card,6.75,4.8,Feb,Wed,morning,Normal,Female,Health and beauty,Mandalay,B,Poor
860-79-0874,99.30,10,49.65,"1,042.65",2/15/2019,14:53,Credit card,49.65,6.6,Feb,Fri,afternoon,Member,Female,Fashion accessories,Naypyitaw,C,Average
834-61-8124,51.69,7,18.09,379.92,1/26/2019,18:22,Cash,18.09,5.5,Jan,Sat,evening,Normal,Male,Electronic accessories,Yangon,A,Poor
115-99-4379,54.73,7,19.16,402.27,3/14/2019,19:02,Credit card,19.16,8.5,Mar,Thu,evening,Member,Female,Fashion accessories,Mandalay,B,Good
565-67-6697,27.00,9,12.15,255.15,3/2/2019,14:16,Cash,12.15,4.8,Mar,Sat,afternoon,Member,Male,Home and lifestyle,Mandalay,B,Poor
320-49-6392,30.24,1,1.51,31.75,3/4/2019,15:44,Cash,1.51,8.4,Mar,Mon,afternoon,Normal,Female,Electronic accessories,Naypyitaw,C,Good
889-04-9723,89.14,4,17.83,374.39,1/7/2019,12:20,Credit card,17.83,7.8,Jan,Mon,afternoon,Member,Female,Food and beverages,Mandalay,B,Average
632-90-0281,37.55,10,18.78,394.28,3/8/2019,20:01,Credit card,18.78,9.3,Mar,Fri,evening,Normal,Female,Fashion accessories,Naypyitaw,C,Good
554-42-2417,95.44,10,47.72,"1,002.12",1/9/2019,13:45,Cash,47.72,5.2,Jan,Wed,afternoon,Normal,Female,Sports and travel,Naypyitaw,C,Poor
453-63-6187,27.50,3,4.13,86.63,3/1/2019,15:40,Ewallet,4.13,6.5,Mar,Fri,afternoon,Normal,Male,Electronic accessories,Mandalay,B,Average
578-80-7669,74.97,1,3.75,78.72,3/16/2019,16:58,Cash,3.75,5.6,Mar,Sat,evening,Normal,Male,Sports and travel,Mandalay,B,Poor
612-36-5536,80.96,8,32.38,680.06,2/17/2019,11:12,Credit card,32.38,7.4,Feb,Sun,morning,Member,Male,Food and beverages,Yangon,A,Average
605-72-4132,94.47,8,37.79,793.55,2/27/2019,15:12,Cash,37.79,9.1,Feb,Wed,afternoon,Normal,Female,Food and beverages,Naypyitaw,C,Good
471-41-2823,99.79,2,9.98,209.56,3/7/2019,20:37,Ewallet,9.98,8.0,Mar,Thu,evening,Normal,Male,Food and beverages,Naypyitaw,C,Good
462-67-9126,73.22,6,21.97,461.29,1/21/2019,17:44,Cash,21.97,7.2,Jan,Mon,evening,Normal,Male,Home and lifestyle,Yangon,A,Average
272-27-9238,41.24,4,8.25,173.21,2/19/2019,16:23,Cash,8.25,7.1,Feb,Tue,evening,Normal,Female,Food and beverages,Naypyitaw,C,Average
834-25-9262,81.68,4,16.34,343.06,1/6/2019,12:12,Cash,16.34,9.1,Jan,Sun,afternoon,Normal,Female,Fashion accessories,Naypyitaw,C,Good
122-61-9553,51.32,9,23.09,484.97,3/14/2019,19:33,Cash,23.09,5.6,Mar,Thu,evening,Normal,Female,Electronic accessories,Naypyitaw,C,Poor
468-88-0009,65.94,4,13.19,276.95,3/24/2019,10:29,Cash,13.19,6.0,Mar,Sun,morning,Member,Male,Home and lifestyle,Yangon,A,Average
613-59-9758,14.36,10,7.18,150.78,1/27/2019,14:28,Cash,7.18,5.4,Jan,Sun,afternoon,Normal,Female,Sports and travel,Naypyitaw,C,Poor
254-31-0042,21.50,9,9.68,203.18,3/6/2019,12:46,Credit card,9.68,7.8,Mar,Wed,afternoon,Member,Male,Electronic accessories,Yangon,A,Average
201-86-2184,26.26,7,9.19,193.01,2/2/2019,19:40,Cash,9.19,9.9,Feb,Sat,evening,Member,Female,Electronic accessories,Mandalay,B,Good
261-12-8671,60.96,2,6.10,128.02,1/25/2019,19:39,Credit card,6.10,4.9,Jan,Fri,evening,Normal,Female,Fashion accessories,Mandalay,B,Poor
730-70-9830,70.11,6,21.03,441.69,3/14/2019,17:54,Ewallet,21.03,5.2,Mar,Thu,evening,Normal,Female,Home and lifestyle,Naypyitaw,C,Poor
382-25-8917,42.08,6,12.62,265.10,1/29/2019,12:25,Cash,12.62,8.9,Jan,Tue,afternoon,Normal,Male,Fashion accessories,Naypyitaw,C,Good
422-29-8786,67.09,5,16.77,352.22,1/3/2019,16:47,Credit card,16.77,9.1,Jan,Thu,evening,Normal,Female,Home and lifestyle,Yangon,A,Good
667-23-5919,96.70,5,24.18,507.68,1/14/2019,12:52,Ewallet,24.18,7.0,Jan,Mon,afternoon,Member,Female,Fashion accessories,Yangon,A,Average
843-01-4703,35.38,9,15.92,334.34,1/5/2019,19:50,Credit card,15.92,9.6,Jan,Sat,evening,Member,Female,Home and lifestyle,Mandalay,B,Good
743-88-1662,95.49,7,33.42,701.85,2/22/2019,18:17,Ewallet,33.42,8.7,Feb,Fri,evening,Normal,Male,Sports and travel,Naypyitaw,C,Good
595-86-2894,96.98,4,19.40,407.32,2/6/2019,17:20,Ewallet,19.40,9.4,Feb,Wed,evening,Member,Male,Fashion accessories,Naypyitaw,C,Good
182-69-8360,23.65,4,4.73,99.33,1/30/2019,13:32,Credit card,4.73,4.0,Jan,Wed,afternoon,Normal,Female,Electronic accessories,Mandalay,B,Poor
289-15-7034,82.33,4,16.47,345.79,1/11/2019,10:37,Credit card,16.47,7.5,Jan,Fri,morning,Member,Male,Sports and travel,Yangon,A,Average
462-78-5240,26.61,2,2.66,55.88,3/19/2019,14:35,Cash,2.66,4.2,Mar,Tue,afternoon,Normal,Female,Electronic accessories,Naypyitaw,C,Poor
868-52-7573,99.69,5,24.92,523.37,1/14/2019,12:09,Cash,24.92,9.9,Jan,Mon,afternoon,Normal,Female,Food and beverages,Mandalay,B,Good
153-58-4872,74.89,4,14.98,314.54,3/1/2019,15:32,Ewallet,14.98,4.2,Mar,Fri,afternoon,Member,Female,Food and beverages,Naypyitaw,C,Poor
662-72-2873,40.94,5,10.24,214.94,1/6/2019,13:58,Ewallet,10.24,9.9,Jan,Sun,afternoon,Normal,Female,Food and beverages,Yangon,A,Good
525-88-7307,75.82,1,3.79,79.61,1/31/2019,13:19,Cash,3.79,5.8,Jan,Thu,afternoon,Member,Male,Sports and travel,Mandalay,B,Poor
689-16-9784,46.77,6,14.03,294.65,3/11/2019,13:37,Cash,14.03,6.0,Mar,Mon,afternoon,Normal,Male,Food and beverages,Naypyitaw,C,Average
725-56-0833,32.32,10,16.16,339.36,2/20/2019,16:49,Credit card,16.16,10.0,Feb,Wed,evening,Normal,Female,Health and beauty,Yangon,A,Good
394-41-0748,54.07,9,24.33,510.96,1/27/2019,14:55,Ewallet,24.33,9.5,Jan,Sun,afternoon,Member,Female,Fashion accessories,Naypyitaw,C,Good
596-42-3999,18.22,7,6.38,133.92,3/10/2019,14:04,Credit card,6.38,6.6,Mar,Sun,afternoon,Normal,Male,Food and beverages,Mandalay,B,Average
541-89-9860,80.48,3,12.07,253.51,2/15/2019,12:31,Cash,12.07,8.1,Feb,Fri,afternoon,Member,Female,Fashion accessories,Naypyitaw,C,Good
173-82-9529,37.95,10,18.98,398.48,1/26/2019,14:51,Cash,18.98,9.7,Jan,Sat,afternoon,Normal,Female,Fashion accessories,Mandalay,B,Good
563-36-9814,76.82,1,3.84,80.66,2/13/2019,18:27,Ewallet,3.84,7.2,Feb,Wed,evening,Member,Male,Electronic accessories,Yangon,A,Average
308-47-4913,52.26,10,26.13,548.73,3/9/2019,12:45,Credit card,26.13,6.2,Mar,Sat,afternoon,Member,Female,Sports and travel,Yangon,A,Average
885-17-6250,79.74,1,3.99,83.73,3/6/2019,10:36,Ewallet,3.99,7.3,Mar,Wed,morning,Normal,Female,Health and beauty,Yangon,A,Average
726-27-2396,77.50,5,19.38,406.88,1/24/2019,20:36,Ewallet,19.38,4.3,Jan,Thu,evening,Normal,Female,Health and beauty,Yangon,A,Poor
316-01-3952,54.27,5,13.57,284.92,3/13/2019,14:16,Ewallet,13.57,4.6,Mar,Wed,afternoon,Normal,Female,Food and beverages,Yangon,A,Poor
760-54-1821,13.59,9,6.12,128.43,3/15/2019,10:26,Cash,6.12,5.8,Mar,Fri,morning,Normal,Male,Home and lifestyle,Mandalay,B,Poor
793-10-3222,41.06,6,12.32,258.68,3/5/2019,13:30,Credit card,12.32,8.3,Mar,Tue,afternoon,Member,Female,Health and beauty,Mandalay,B,Good
346-12-3257,19.24,9,8.66,181.82,3/4/2019,16:28,Cash,8.66,8.0,Mar,Mon,evening,Member,Male,Electronic accessories,Mandalay,B,Good
110-05-6330,39.43,6,11.83,248.41,3/25/2019,20:18,Credit card,11.83,9.4,Mar,Mon,evening,Normal,Female,Food and beverages,Naypyitaw,C,Good
651-61-0874,46.22,4,9.24,194.12,3/12/2019,20:04,Credit card,9.24,6.2,Mar,Tue,evening,Normal,Male,Home and lifestyle,Naypyitaw,C,Average
236-86-3015,13.98,1,0.70,14.68,2/4/2019,13:38,Ewallet,0.70,9.8,Feb,Mon,afternoon,Member,Male,Home and lifestyle,Naypyitaw,C,Good
831-64-0259,39.75,5,9.94,208.69,2/22/2019,10:43,Ewallet,9.94,9.6,Feb,Fri,morning,Normal,Female,Fashion accessories,Mandalay,B,Good
587-03-7455,97.79,7,34.23,718.76,2/16/2019,17:30,Ewallet,34.23,4.9,Feb,Sat,evening,Member,Female,Fashion accessories,Naypyitaw,C,Poor
882-40-4577,67.26,4,13.45,282.49,1/19/2019,15:28,Credit card,13.45,8.0,Jan,Sat,afternoon,Member,Male,Sports and travel,Yangon,A,Good
732-67-5346,13.79,5,3.45,72.40,1/11/2019,19:07,Credit card,3.45,7.8,Jan,Fri,evening,Normal,Male,Food and beverages,Yangon,A,Average
725-32-9708,68.71,4,13.74,288.58,1/4/2019,19:01,Cash,13.74,4.1,Jan,Fri,evening,Member,Female,Fashion accessories,Mandalay,B,Poor
256-08-8343,56.53,4,11.31,237.43,3/4/2019,19:48,Ewallet,11.31,5.5,Mar,Mon,evening,Normal,Female,Home and lifestyle,Yangon,A,Poor
372-26-1506,23.82,5,5.96,125.06,1/28/2019,19:24,Ewallet,5.96,5.4,Jan,Mon,evening,Normal,Female,Fashion accessories,Naypyitaw,C,Poor
244-08-0162,34.21,10,17.11,359.21,1/2/2019,13:00,Cash,17.11,5.1,Jan,Wed,afternoon,Normal,Female,Health and beauty,Mandalay,B,Poor
569-71-4390,21.87,2,2.19,45.93,1/25/2019,14:29,Ewallet,2.19,6.9,Jan,Fri,afternoon,Normal,Male,Sports and travel,Mandalay,B,Average
132-23-6451,20.97,5,5.24,110.09,1/4/2019,13:21,Cash,5.24,7.8,Jan,Fri,afternoon,Member,Male,Health and beauty,Yangon,A,Average
696-90-2548,25.84,3,3.88,81.40,3/10/2019,18:55,Ewallet,3.88,6.6,Mar,Sun,evening,Normal,Male,Sports and travel,Yangon,A,Average
472-15-9636,50.93,8,20.37,427.81,3/22/2019,19:36,Ewallet,20.37,9.2,Mar,Fri,evening,Normal,Male,Home and lifestyle,Yangon,A,Good
268-03-6164,96.11,1,4.81,100.92,1/25/2019,16:28,Ewallet,4.81,7.8,Jan,Fri,evening,Normal,Male,Health and beauty,Mandalay,B,Average
750-57-9686,45.38,4,9.08,190.60,1/8/2019,13:48,Credit card,9.08,8.7,Jan,Tue,afternoon,Normal,Female,Home and lifestyle,Naypyitaw,C,Good
186-09-3669,81.51,1,4.08,85.59,1/22/2019,10:57,Ewallet,4.08,9.2,Jan,Tue,morning,Member,Female,Health and beauty,Naypyitaw,C,Good
848-07-1692,57.22,2,5.72,120.16,1/12/2019,17:13,Ewallet,5.72,8.3,Jan,Sat,evening,Normal,Female,Health and beauty,Mandalay,B,Good
745-71-3520,25.22,7,8.83,185.37,2/4/2019,10:23,Cash,8.83,8.2,Feb,Mon,morning,Member,Female,Electronic accessories,Yangon,A,Good
266-76-6436,38.60,3,5.79,121.59,3/28/2019,13:57,Ewallet,5.79,7.5,Mar,Thu,afternoon,Member,Female,Food and beverages,Naypyitaw,C,Average
740-22-2500,84.05,3,12.61,264.76,1/23/2019,13:29,Cash,12.61,9.8,Jan,Wed,afternoon,Normal,Female,Electronic accessories,Naypyitaw,C,Good
271-88-8734,97.21,10,48.61,"1,020.71",2/8/2019,13:00,Credit card,48.61,8.7,Feb,Fri,afternoon,Member,Female,Fashion accessories,Naypyitaw,C,Good
301-81-8610,25.42,8,10.17,213.53,3/19/2019,19:42,Credit card,10.17,6.7,Mar,Tue,evening,Member,Male,Fashion accessories,Mandalay,B,Average
489-64-4354,16.28,1,0.81,17.09,3/9/2019,15:36,Cash,0.81,5.0,Mar,Sat,afternoon,Normal,Male,Fashion accessories,Naypyitaw,C,Poor
198-84-7132,40.61,9,18.27,383.76,1/2/2019,13:40,Cash,18.27,7.0,Jan,Wed,afternoon,Member,Male,Fashion accessories,Mandalay,B,Average
269-10-8440,53.17,7,18.61,390.80,1/21/2019,18:01,Cash,18.61,8.9,Jan,Mon,evening,Member,Male,Health and beauty,Yangon,A,Good
650-98-6268,20.87,3,3.13,65.74,3/20/2019,13:53,Credit card,3.13,8.0,Mar,Wed,afternoon,Member,Female,Food and beverages,Mandalay,B,Good
741-73-3559,67.27,5,16.82,353.17,2/27/2019,17:27,Cash,16.82,6.9,Feb,Wed,evening,Normal,Male,Sports and travel,Mandalay,B,Average
325-77-6186,90.65,10,45.33,951.83,3/8/2019,10:53,Ewallet,45.33,7.3,Mar,Fri,morning,Member,Female,Home and lifestyle,Yangon,A,Average
286-75-7818,69.08,2,6.91,145.07,1/31/2019,19:48,Credit card,6.91,6.9,Jan,Thu,evening,Normal,Male,Fashion accessories,Mandalay,B,Average
574-57-9721,43.27,2,4.33,90.87,3/8/2019,16:53,Ewallet,4.33,5.7,Mar,Fri,evening,Normal,Male,Food and beverages,Naypyitaw,C,Poor
459-50-7686,23.46,6,7.04,147.80,1/13/2019,19:14,Ewallet,7.04,6.4,Jan,Sun,evening,Normal,Female,Electronic accessories,Yangon,A,Average
616-87-0016,95.54,7,33.44,702.22,3/9/2019,14:36,Credit card,33.44,9.6,Mar,Sat,afternoon,Normal,Male,Fashion accessories,Mandalay,B,Good
837-55-7229,47.44,1,2.37,49.81,2/22/2019,18:19,Credit card,2.37,6.8,Feb,Fri,evening,Normal,Female,Fashion accessories,Mandalay,B,Average
751-69-0068,99.24,9,44.66,937.82,3/19/2019,19:09,Ewallet,44.66,9.0,Mar,Tue,evening,Normal,Male,Sports and travel,Naypyitaw,C,Good
257-73-1380,82.93,4,16.59,348.31,1/20/2019,16:51,Ewallet,16.59,9.6,Jan,Sun,evening,Member,Male,Sports and travel,Naypyitaw,C,Good
345-08-4992,33.99,6,10.20,214.14,3/8/2019,15:37,Credit card,10.20,7.7,Mar,Fri,afternoon,Normal,Male,Home and lifestyle,Yangon,A,Average
549-96-4200,17.04,4,3.41,71.57,3/8/2019,20:15,Ewallet,3.41,7.0,Mar,Fri,evening,Member,Male,Food and beverages,Naypyitaw,C,Average
810-60-6344,40.86,8,16.34,343.22,2/7/2019,14:38,Credit card,16.34,6.5,Feb,Thu,afternoon,Normal,Female,Electronic accessories,Naypyitaw,C,Average
450-28-2866,17.44,5,4.36,91.56,1/15/2019,19:25,Cash,4.36,8.1,Jan,Tue,evening,Member,Male,Food and beverages,Naypyitaw,C,Good
394-30-3170,88.43,8,35.37,742.81,3/22/2019,19:35,Credit card,35.37,4.3,Mar,Fri,evening,Member,Female,Sports and travel,Mandalay,B,Poor
138-17-5109,89.21,9,40.14,843.03,1/15/2019,15:42,Credit card,40.14,6.5,Jan,Tue,afternoon,Member,Female,Home and lifestyle,Yangon,A,Average
192-98-7397,12.78,1,0.64,13.42,1/8/2019,14:11,Ewallet,0.64,9.5,Jan,Tue,afternoon,Normal,Male,Fashion accessories,Naypyitaw,C,Good
301-11-9629,19.10,7,6.69,140.39,1/15/2019,10:43,Cash,6.69,9.7,Jan,Tue,morning,Normal,Female,Sports and travel,Yangon,A,Good
390-80-5128,19.15,1,0.96,20.11,1/28/2019,17:58,Credit card,0.96,9.5,Jan,Mon,evening,Member,Female,Health and beauty,Mandalay,B,Good
235-46-8343,27.66,10,13.83,290.43,2/14/2019,11:26,Credit card,13.83,8.9,Feb,Thu,morning,Member,Male,Food and beverages,Naypyitaw,C,Good
453-12-7053,45.74,3,6.86,144.08,3/10/2019,17:38,Credit card,6.86,6.5,Mar,Sun,evening,Normal,Male,Fashion accessories,Naypyitaw,C,Average
296-11-7041,27.07,1,1.35,28.42,1/12/2019,20:07,Credit card,1.35,5.3,Jan,Sat,evening,Member,Female,Health and beauty,Mandalay,B,Poor
449-27-2918,39.12,1,1.96,41.08,3/26/2019,11:02,Credit card,1.96,9.6,Mar,Tue,morning,Member,Female,Sports and travel,Mandalay,B,Good
891-01-7034,74.71,6,22.41,470.67,1/1/2019,19:07,Cash,22.41,6.7,Jan,Tue,evening,Normal,Female,Electronic accessories,Mandalay,B,Average
744-09-5786,22.01,6,6.60,138.66,1/2/2019,18:50,Cash,6.60,7.6,Jan,Wed,evening,Normal,Male,Electronic accessories,Mandalay,B,Average
727-17-0390,63.61,5,15.90,333.95,3/16/2019,12:43,Ewallet,15.90,4.8,Mar,Sat,afternoon,Normal,Female,Food and beverages,Yangon,A,Poor
568-88-3448,25.00,1,1.25,26.25,3/3/2019,15:09,Ewallet,1.25,5.5,Mar,Sun,afternoon,Normal,Male,Health and beauty,Yangon,A,Poor
187-83-5490,20.77,4,4.15,87.23,1/31/2019,13:47,Cash,4.15,4.7,Jan,Thu,afternoon,Member,Male,Electronic accessories,Yangon,A,Poor
767-54-1907,29.56,5,7.39,155.19,2/13/2019,16:59,Cash,7.39,6.9,Feb,Wed,evening,Member,Female,Fashion accessories,Mandalay,B,Average
710-46-4433,77.40,9,34.83,731.43,2/15/2019,14:15,Credit card,34.83,4.5,Feb,Fri,afternoon,Member,Female,Food and beverages,Mandalay,B,Poor
533-33-5337,79.39,10,39.70,833.60,2/7/2019,20:24,Cash,39.70,6.2,Feb,Thu,evening,Normal,Male,Electronic accessories,Mandalay,B,Average
325-90-8763,46.57,10,23.29,488.99,1/27/2019,13:58,Cash,23.29,7.6,Jan,Sun,afternoon,Member,Female,Electronic accessories,Naypyitaw,C,Average
729-46-7422,35.89,1,1.79,37.68,2/23/2019,16:52,Credit card,1.79,7.9,Feb,Sat,evening,Normal,Male,Food and beverages,Naypyitaw,C,Average
639-76-1242,40.52,5,10.13,212.73,2/3/2019,15:19,Cash,10.13,4.5,Feb,Sun,afternoon,Normal,Male,Food and beverages,Naypyitaw,C,Poor
234-03-4040,73.05,10,36.53,767.03,3/3/2019,12:25,Credit card,36.53,8.7,Mar,Sun,afternoon,Member,Female,Food and beverages,Mandalay,B,Good
326-71-2155,73.95,4,14.79,310.59,2/3/2019,10:02,Cash,14.79,6.1,Feb,Sun,morning,Normal,Female,Sports and travel,Naypyitaw,C,Average
320-32-8842,22.62,1,1.13,23.75,3/17/2019,18:58,Cash,1.13,6.4,Mar,Sun,evening,Member,Female,Food and beverages,Naypyitaw,C,Average
470-32-9057,51.34,5,12.84,269.54,3/28/2019,15:31,Credit card,12.84,9.1,Mar,Thu,afternoon,Member,Male,Food and beverages,Yangon,A,Good
878-30-2331,54.55,10,27.28,572.78,3/2/2019,11:22,Credit card,27.28,7.1,Mar,Sat,morning,Member,Female,Sports and travel,Naypyitaw,C,Average
440-59-5691,37.15,7,13.00,273.05,2/8/2019,13:12,Credit card,13.00,7.7,Feb,Fri,afternoon,Member,Female,Health and beauty,Naypyitaw,C,Average
554-53-3790,37.02,6,11.11,233.23,3/22/2019,18:33,Cash,11.11,4.5,Mar,Fri,evening,Normal,Male,Sports and travel,Mandalay,B,Poor
746-19-0921,21.58,1,1.08,22.66,2/9/2019,10:02,Ewallet,1.08,7.2,Feb,Sat,morning,Normal,Male,Food and beverages,Naypyitaw,C,Average
233-34-0817,98.84,1,4.94,103.78,2/15/2019,11:21,Cash,4.94,8.4,Feb,Fri,morning,Member,Female,Electronic accessories,Naypyitaw,C,Good
767-05-1286,83.77,6,25.13,527.75,1/23/2019,12:10,Ewallet,25.13,5.4,Jan,Wed,afternoon,Member,Female,Home and lifestyle,Naypyitaw,C,Poor
340-21-9136,40.05,4,8.01,168.21,1/25/2019,11:40,Cash,8.01,9.7,Jan,Fri,morning,Member,Female,Sports and travel,Yangon,A,Good
405-31-3305,43.13,10,21.57,452.87,2/2/2019,18:31,Credit card,21.57,5.5,Feb,Sat,evening,Member,Male,Fashion accessories,Yangon,A,Poor
731-59-7531,72.57,8,29.03,609.59,3/30/2019,17:58,Cash,29.03,4.6,Mar,Sat,evening,Member,Male,Health and beauty,Mandalay,B,Poor
676-39-6028,64.44,5,16.11,338.31,3/30/2019,17:04,Cash,16.11,6.6,Mar,Sat,evening,Member,Female,Electronic accessories,Yangon,A,Average
502-05-1910,65.18,3,9.78,205.32,2/25/2019,20:35,Credit card,9.78,6.3,Feb,Mon,evening,Normal,Male,Health and beauty,Yangon,A,Average
485-30-8700,33.26,5,8.32,174.62,3/18/2019,16:10,Credit card,8.32,4.2,Mar,Mon,evening,Normal,Female,Sports and travel,Yangon,A,Poor
598-47-9715,84.07,4,16.81,353.09,3/7/2019,16:54,Ewallet,16.81,4.4,Mar,Thu,evening,Normal,Male,Electronic accessories,Naypyitaw,C,Poor
701-69-8742,34.37,10,17.19,360.89,3/16/2019,10:11,Ewallet,17.19,6.7,Mar,Sat,morning,Normal,Male,Sports and travel,Mandalay,B,Average
575-67-1508,38.60,1,1.93,40.53,1/29/2019,11:26,Ewallet,1.93,6.7,Jan,Tue,morning,Normal,Male,Electronic accessories,Yangon,A,Average
541-08-3113,65.97,8,26.39,554.15,2/2/2019,20:29,Cash,26.39,8.4,Feb,Sat,evening,Normal,Male,Food and beverages,Naypyitaw,C,Good
246-11-3901,32.80,10,16.40,344.40,2/15/2019,12:12,Cash,16.40,6.2,Feb,Fri,afternoon,Normal,Female,Electronic accessories,Naypyitaw,C,Average
674-15-9296,37.14,5,9.29,194.99,1/8/2019,13:05,Ewallet,9.29,5.0,Jan,Tue,afternoon,Normal,Male,Sports and travel,Yangon,A,Poor
305-18-3552,60.38,10,30.19,633.99,2/12/2019,16:19,Cash,30.19,6.0,Feb,Tue,evening,Member,Male,Home and lifestyle,Mandalay,B,Average
493-65-6248,36.98,10,18.49,388.29,1/1/2019,19:48,Credit card,18.49,7.0,Jan,Tue,evening,Member,Female,Sports and travel,Naypyitaw,C,Average
438-01-4015,49.49,4,9.90,207.86,3/21/2019,15:25,Ewallet,9.90,6.6,Mar,Thu,afternoon,Member,Female,Sports and travel,Mandalay,B,Average
709-58-4068,41.09,10,20.55,431.45,2/28/2019,14:42,Cash,20.55,7.3,Feb,Thu,afternoon,Normal,Female,Fashion accessories,Mandalay,B,Average
795-49-7276,37.15,4,7.43,156.03,3/23/2019,18:59,Ewallet,7.43,8.3,Mar,Sat,evening,Normal,Male,Fashion accessories,Yangon,A,Good
556-72-8512,22.96,1,1.15,24.11,1/30/2019,20:47,Cash,1.15,4.3,Jan,Wed,evening,Normal,Male,Home and lifestyle,Naypyitaw,C,Poor
627-95-3243,77.68,9,34.96,734.08,2/4/2019,13:21,Ewallet,34.96,9.8,Feb,Mon,afternoon,Member,Female,Home and lifestyle,Mandalay,B,Good
686-41-0932,34.70,2,3.47,72.87,3/13/2019,19:48,Ewallet,3.47,8.2,Mar,Wed,evening,Normal,Female,Fashion accessories,Mandalay,B,Good
510-09-5628,19.66,10,9.83,206.43,3/15/2019,18:20,Credit card,9.83,7.2,Mar,Fri,evening,Member,Female,Fashion accessories,Yangon,A,Average
608-04-3797,25.32,8,10.13,212.69,3/5/2019,20:24,Ewallet,10.13,8.7,Mar,Tue,evening,Member,Female,Health and beauty,Mandalay,B,Good
148-82-2527,12.12,10,6.06,127.26,3/5/2019,13:44,Credit card,6.06,8.4,Mar,Tue,afternoon,Member,Female,Home and lifestyle,Naypyitaw,C,Good
437-53-3084,99.89,2,9.99,209.77,2/26/2019,11:48,Ewallet,9.99,7.1,Feb,Tue,morning,Normal,Male,Fashion accessories,Mandalay,B,Average
632-32-4574,75.92,8,30.37,637.73,3/20/2019,14:14,Cash,30.37,5.5,Mar,Wed,afternoon,Normal,Male,Sports and travel,Mandalay,B,Poor
556-97-7101,63.22,2,6.32,132.76,1/1/2019,15:51,Cash,6.32,8.5,Jan,Tue,afternoon,Normal,Female,Electronic accessories,Naypyitaw,C,Good
862-59-8517,90.24,6,27.07,568.51,1/27/2019,11:17,Cash,27.07,6.2,Jan,Sun,morning,Normal,Female,Food and beverages,Naypyitaw,C,Average
401-18-8016,98.13,1,4.91,103.04,1/21/2019,17:36,Cash,4.91,8.9,Jan,Mon,evening,Member,Female,Sports and travel,Mandalay,B,Good
420-18-8989,51.52,8,20.61,432.77,2/2/2019,15:47,Cash,20.61,9.6,Feb,Sat,afternoon,Member,Female,Sports and travel,Yangon,A,Good
277-63-2961,73.97,1,3.70,77.67,2/3/2019,15:53,Credit card,3.70,5.4,Feb,Sun,afternoon,Member,Male,Sports and travel,Mandalay,B,Poor
573-98-8548,31.90,1,1.60,33.50,1/5/2019,12:40,Ewallet,1.60,9.1,Jan,Sat,afternoon,Member,Female,Fashion accessories,Naypyitaw,C,Good
620-02-2046,69.40,2,6.94,145.74,1/27/2019,19:48,Ewallet,6.94,9.0,Jan,Sun,evening,Normal,Male,Home and lifestyle,Naypyitaw,C,Good
